Time (s),Station ID,Range (km),Range Rate (km/s)
526570,1,58954021.33,1.9219084
526580,1,58954040.55,1.922040863
526590,1,58954059.77,1.922173498
526600,1,58954078.99,1.922306438
526610,1,58954098.22,1.922439195
526620,1,58954117.44,1.922572406
526630,1,58954136.67,1.922705787
526640,1,58954155.9,1.922839139
526650,1,58954175.13,1.922973041
526660,1,58954194.35,1.923106651
526670,1,58954213.59,1.923240824
526680,1,58954232.82,1.9233748
526690,1,58954252.06,1.923509252
526700,1,58954271.29,1.923644013
526710,1,58954290.53,1.923778496
526720,1,58954309.77,1.923913484
526730,1,58954329.01,1.924048581
526740,1,58954348.25,1.924183861
526750,1,58954367.49,1.924319184
526760,1,58954386.73,1.924454857
526770,1,58954405.98,1.924590651
526780,1,58954425.23,1.924726377
526790,1,58954444.47,1.924862424
526800,1,58954463.72,1.924998943
526810,1,58954482.97,1.925135086
526820,1,58954502.22,1.925271911
526830,1,58954521.48,1.925408435
526840,1,58954540.73,1.925545502
526850,1,58954559.99,1.925682504
526860,1,58954579.25,1.925819871
526870,1,58954598.51,1.925957243
526880,1,58954617.77,1.926094783
526890,1,58954637.03,1.926232648
526900,1,58954656.29,1.926370751
526910,1,58954675.55,1.92650883
526920,1,58954694.82,1.926647035
526930,1,58954714.09,1.926785551
526940,1,58954733.36,1.92692427
526950,1,58954752.62,1.927063071
526960,1,58954771.9,1.92720209
526970,1,58954791.17,1.927341224
526980,1,58954810.45,1.927480484
526990,1,58954829.72,1.927620059
527000,1,58954849,1.927759474
527010,1,58954868.28,1.927899364
527020,1,58954887.56,1.928039539
527030,1,58954906.84,1.928179731
527040,1,58954926.12,1.928319988
527050,1,58954945.4,1.928460445
527060,1,58954964.69,1.928601129
527070,1,58954983.97,1.928742192
527080,1,58955003.26,1.928883015
527090,1,58955022.55,1.929024345
527100,1,58955041.84,1.929165543
527110,1,58955061.14,1.929307165
527120,1,58955080.43,1.929448747
527130,1,58955099.72,1.929590555
527140,1,58955119.02,1.929732745
527150,1,58955138.32,1.929874892
527160,1,58955157.62,1.930017311
527170,1,58955176.92,1.930159746
527180,1,58955196.22,1.930302543
527190,1,58955215.53,1.930445564
527200,1,58955234.83,1.930588577
527210,1,58955254.14,1.930731585
527220,1,58955273.44,1.930875132
527230,1,58955292.75,1.93101862
527240,1,58955312.06,1.931162437
527250,1,58955331.38,1.931306169
527260,1,58955350.69,1.931450309
527270,1,58955370.01,1.931594424
527280,1,58955389.32,1.93173904
527290,1,58955408.64,1.931883456
527300,1,58955427.96,1.932028176
527310,1,58955447.28,1.932173108
527320,1,58955466.61,1.932318155
527330,1,58955485.93,1.932463388
527340,1,58955505.25,1.932608881
527350,1,58955524.58,1.932754039
527360,1,58955543.91,1.932899964
527370,1,58955563.24,1.933045932
527380,1,58955582.57,1.933191907
527390,1,58955601.9,1.933338238
527400,1,58955621.24,1.933484865
527410,1,58955640.57,1.933631155
527420,1,58955659.91,1.933777949
527430,1,58955679.25,1.933924887
527440,1,58955698.59,1.934071917
527450,1,58955717.93,1.93421912
527460,1,58955737.27,1.934366394
527470,1,58955756.62,1.934513932
527480,1,58955775.96,1.934661717
527490,1,58955795.31,1.934809789
527500,1,58955814.66,1.934957847
527510,1,58955834.01,1.935106009
527520,1,58955853.36,1.935254527
527530,1,58955872.71,1.935402882
527540,1,58955892.07,1.935551741
527550,1,58955911.43,1.93570051
527560,1,58955930.78,1.935849478
527570,1,58955950.14,1.935998703
527580,1,58955969.5,1.93614804
527590,1,58955988.87,1.936297744
527600,1,58956008.23,1.936447362
527610,1,58956027.6,1.936597392
527620,1,58956046.96,1.936747276
527630,1,58956066.33,1.936897608
527640,1,58956085.7,1.937047851
527650,1,58956105.07,1.937198664
527660,1,58956124.44,1.937349141
527670,1,58956143.82,1.937499995
527680,1,58956163.19,1.93765105
527690,1,58956182.57,1.937802235
527700,1,58956201.95,1.937953661
527710,1,58956221.33,1.938105216
527720,1,58956240.71,1.938256624
527730,1,58956260.1,1.938408887
527740,1,58956279.48,1.938560595
527750,1,58956298.87,1.938712883
527760,1,58956318.25,1.938865137
527770,1,58956337.64,1.939017796
527780,1,58956357.03,1.939170196
527790,1,58956376.43,1.939323188
527800,1,58956395.82,1.939476128
527810,1,58956415.22,1.939629407
527820,1,58956434.61,1.939782827
527830,1,58956454.01,1.939936157
527840,1,58956473.41,1.940089828
527850,1,58956492.81,1.940243802
527860,1,58956512.22,1.940397839
527870,1,58956531.62,1.940551737
527880,1,58956551.03,1.940706013
527890,1,58956570.44,1.940860526
527900,1,58956589.85,1.941015138
527910,1,58956609.26,1.941170053
527920,1,58956628.67,1.941324741
527930,1,58956648.08,1.941480104
527940,1,58956667.5,1.941635355
527950,1,58956686.92,1.941790808
527960,1,58956706.33,1.941946511
527970,1,58956725.75,1.942101926
527980,1,58956745.18,1.942258021
527990,1,58956764.6,1.942414134
528000,1,58956784.02,1.942570323
528010,1,58956803.45,1.942726942
528020,1,58956822.88,1.9428834
528030,1,58956842.31,1.943040094
528040,1,58956861.74,1.943197148
528050,1,58956881.17,1.943354005
528060,1,58956900.61,1.943511429
528070,1,58956920.04,1.943668826
528080,1,58956939.48,1.943826175
528090,1,58956958.92,1.943983841
528100,1,58956978.36,1.944141704
528110,1,58956997.8,1.944299699
528120,1,58957017.25,1.944457902
528130,1,58957036.69,1.94461643
528140,1,58957056.14,1.944774851
528150,1,58957075.59,1.944933427
528160,1,58957095.04,1.945092536
528170,1,58957114.49,1.945251439
528180,1,58957133.94,1.945410337
528190,1,58957153.4,1.945569961
528200,1,58957172.85,1.945729311
528210,1,58957192.31,1.945888898
528220,1,58957211.77,1.94604876
528230,1,58957231.23,1.946208766
528240,1,58957250.69,1.946369071
528250,1,58957270.16,1.946529087
528260,1,58957289.62,1.946689454
528270,1,58957309.09,1.94685009
528280,1,58957328.56,1.947010696
528290,1,58957348.03,1.947171726
528300,1,58957367.51,1.947332869
528310,1,58957386.98,1.947493937
528320,1,58957406.46,1.947655178
528330,1,58957425.93,1.947816877
528340,1,58957445.41,1.94797868
528350,1,58957464.89,1.9481406
528360,1,58957484.38,1.948302662
528370,1,58957503.86,1.948464623
528380,1,58957523.34,1.948626913
528390,1,58957542.83,1.948789718
528400,1,58957562.32,1.948952289
528410,1,58957581.81,1.949115278
528420,1,58957601.3,1.94927786
528430,1,58957620.8,1.949441208
528440,1,58957640.29,1.949604563
528450,1,58957659.79,1.94976798
528460,1,58957679.28,1.949931508
528470,1,58957698.79,1.950095197
528480,1,58957718.29,1.950259122
528490,1,58957737.79,1.950423138
528500,1,58957757.3,1.950587301
528510,1,58957776.8,1.950751792
528520,1,58957796.31,1.95091644
528530,1,58957815.82,1.951081094
528540,1,58957835.33,1.951245981
528550,1,58957854.85,1.951411071
528560,1,58957874.36,1.951576094
528570,1,58957893.88,1.951741345
528580,1,58957913.4,1.951906915
528590,1,58957932.92,1.952072365
528600,1,58957952.44,1.952238553
528610,1,58957971.96,1.952404323
528620,1,58957991.49,1.952570611
528630,1,58958011.01,1.952736908
528640,1,58958030.54,1.952903274
528650,1,58958050.07,1.953069778
528660,1,58958069.6,1.953236556
528670,1,58958089.14,1.953403563
528680,1,58958108.67,1.953570484
528690,1,58958128.21,1.953737688
528700,1,58958147.74,1.953905144
528710,1,58958167.29,1.954072488
528720,1,58958186.83,1.954240208
528730,1,58958206.37,1.954408075
528740,1,58958225.91,1.954576102
528750,1,58958245.46,1.954744221
528760,1,58958265.01,1.954912599
528770,1,58958284.56,1.955081019
528780,1,58958304.11,1.955249543
528790,1,58958323.66,1.955418409
528800,1,58958343.22,1.955587395
528810,1,58958362.78,1.955756337
528820,1,58958382.33,1.955925757
528830,1,58958401.9,1.956094941
528840,1,58958421.46,1.956264455
528850,1,58958441.02,1.956434165
528860,1,58958460.59,1.956604085
528870,1,58958480.15,1.956774083
528880,1,58958499.72,1.956944166
528890,1,58958519.29,1.957114443
528900,1,58958538.86,1.957284973
528910,1,58958558.44,1.957455511
528920,1,58958578.01,1.957626361
528930,1,58958597.59,1.957797222
528940,1,58958617.17,1.957968286
528950,1,58958636.75,1.958139483
528960,1,58958656.33,1.958310867
528970,1,58958675.92,1.958482486
528980,1,58958695.5,1.95865418
528990,1,58958715.09,1.95882595
529000,1,58958734.68,1.958998099
529010,1,58958754.27,1.95917005
529020,1,58958773.86,1.95934245
529030,1,58958793.45,1.959514861
529040,1,58958813.05,1.959687499
529050,1,58958832.65,1.959860347
529060,1,58958852.25,1.960033234
529070,1,58958871.85,1.960206208
529080,1,58958891.45,1.960379445
529090,1,58958911.06,1.960552837
529100,1,58958930.66,1.960726199
529110,1,58958950.27,1.96089982
529120,1,58958969.88,1.961073799
529130,1,58958989.49,1.961247674
529140,1,58959009.11,1.961422086
529150,1,58959028.72,1.961596249
529160,1,58959048.34,1.961770595
529170,1,58959067.96,1.961945306
529180,1,58959087.58,1.962120072
529190,1,58959107.2,1.962294983
529200,1,58959126.82,1.962470143
529210,1,58959146.45,1.96264507
529220,1,58959166.07,1.962820188
529230,1,58959185.7,1.962995901
529240,1,58959205.34,1.96317135
529250,1,58959224.97,1.963347265
529260,1,58959244.6,1.963523237
529270,1,58959264.24,1.963699388
529280,1,58959283.88,1.963875603
529290,1,58959303.52,1.964051861
529300,1,58959323.16,1.964228507
529310,1,58959342.8,1.964405264
529320,1,58959362.45,1.964582002
529330,1,58959382.09,1.964759115
529340,1,58959401.74,1.964936044
529350,1,58959421.39,1.965113516
529360,1,58959441.04,1.965291005
529370,1,58959460.7,1.965468338
529380,1,58959480.35,1.96564625
529390,1,58959500.01,1.965824133
529400,1,58959519.67,1.966002176
529410,1,58959539.33,1.966180332
529420,1,58959558.99,1.966358536
529430,1,58959578.66,1.966537219
529440,1,58959598.32,1.966715939
529450,1,58959617.99,1.966894469
529460,1,58959637.66,1.967073542
529470,1,58959657.33,1.967252579
529480,1,58959677,1.967431711
529490,1,58959696.68,1.967611137
529500,1,58959716.36,1.967790648
529510,1,58959736.04,1.967970388
529520,1,58959755.72,1.968150167
529530,1,58959775.4,1.968330014
529540,1,58959795.09,1.968510221
529550,1,58959814.77,1.968690706
529560,1,58959834.46,1.968870935
529570,1,58959854.15,1.969051568
529580,1,58959873.84,1.969232184
529590,1,58959893.53,1.969413155
529600,1,58959913.23,1.969594266
529610,1,58959932.92,1.969775242
529620,1,58959952.62,1.969956596
529630,1,58959972.32,1.970137893
529640,1,58959992.03,1.970319626
529650,1,58960011.73,1.970501283
529660,1,58960031.44,1.970683138
529670,1,58960051.14,1.970865126
529680,1,58960070.85,1.971047321
529690,1,58960090.56,1.971229704
529700,1,58960110.28,1.971412031
529710,1,58960129.99,1.97159472
529720,1,58960149.71,1.971777509
529730,1,58960169.43,1.97196031
529740,1,58960189.15,1.972143562
529750,1,58960208.87,1.972326721
529760,1,58960228.6,1.972510092
529770,1,58960248.32,1.972693399
529780,1,58960268.05,1.972877144
529790,1,58960287.78,1.973060705
529800,1,58960307.51,1.973244747
529810,1,58960327.24,1.973428782
529820,1,58960346.98,1.97361311
529830,1,58960366.72,1.973797388
529840,1,58960386.46,1.973981919
529850,1,58960406.2,1.974166671
529860,1,58960425.94,1.974351479
529870,1,58960445.68,1.974536381
529880,1,58960465.43,1.974721421
529890,1,58960485.18,1.974906602
529900,1,58960504.93,1.975091844
529910,1,58960524.68,1.97527753
529920,1,58960544.43,1.97546339
529930,1,58960564.19,1.975648925
529940,1,58960583.94,1.975835101
529950,1,58960603.71,1.976021114
529960,1,58960623.47,1.976207414
529970,1,58960643.23,1.976393843
529980,1,58960662.99,1.976580186
529990,1,58960682.76,1.976766839
530000,1,58960702.53,1.976953838
530010,1,58960722.3,1.977140624
530020,1,58960742.07,1.977327755
530030,1,58960761.85,1.977514903
530040,1,58960781.62,1.97770242
530050,1,58960801.4,1.977889934
530060,1,58960821.18,1.978077399
530070,1,58960840.96,1.97826543
530080,1,58960860.75,1.978453323
530090,1,58960880.53,1.978641432
530100,1,58960900.32,1.978829622
530110,1,58960920.11,1.979018072
530120,1,58960939.9,1.979206442
530130,1,58960959.69,1.979395306
530140,1,58960979.49,1.979583973
530150,1,58960999.28,1.979773076
530160,1,58961019.08,1.979961886
530170,1,58961038.88,1.980151321
530180,1,58961058.68,1.980340682
530190,1,58961078.49,1.980530094
530200,1,58961098.3,1.980719767
530210,1,58961118.1,1.980909618
530220,1,58961137.91,1.981099746
530230,1,58961157.73,1.981289436
530240,1,58961177.54,1.981479822
530250,1,58961197.36,1.981670215
530260,1,58961217.17,1.981860791
530270,1,58961236.99,1.982051493
530280,1,58961256.81,1.982242046
530290,1,58961276.64,1.982432965
530300,1,58961296.46,1.982624197
530310,1,58961316.29,1.982815217
530320,1,58961336.12,1.98300666
530330,1,58961355.95,1.983198203
530340,1,58961375.78,1.983389793
530350,1,58961395.62,1.983581631
530360,1,58961415.46,1.983773573
530370,1,58961435.3,1.983965496
530380,1,58961455.13,1.984157549
530390,1,58961474.98,1.984349979
530400,1,58961494.82,1.984542322
530410,1,58961514.67,1.984734983
530420,1,58961534.51,1.984927589
530430,1,58961554.37,1.98512054
530440,1,58961574.22,1.98531382
530450,1,58961594.07,1.985506939
530460,1,58961613.93,1.985700103
530470,1,58961633.79,1.985893352
530480,1,58961653.65,1.986087317
530490,1,58961673.51,1.986280793
530500,1,58961693.37,1.986474651
530510,1,58961713.24,1.986668621
530520,1,58961733.1,1.986862631
530530,1,58961752.98,1.987056847
530540,1,58961772.85,1.987251317
530550,1,58961792.72,1.987446044
530560,1,58961812.6,1.987640757
530570,1,58961832.47,1.987835381
530580,1,58961852.35,1.988030357
530590,1,58961872.23,1.988225515
530600,1,58961892.12,1.988420575
530610,1,58961912,1.988616056
530620,1,58961931.89,1.988811441
530630,1,58961951.78,1.989007106
530640,1,58961971.67,1.989202961
530650,1,58961991.56,1.989398837
530660,1,58962011.46,1.989594827
530670,1,58962031.35,1.989790893
530680,1,58962051.25,1.989987369
530690,1,58962071.15,1.990183755
530700,1,58962091.05,1.990380386
530710,1,58962110.96,1.990577141
530720,1,58962130.87,1.990773907
530730,1,58962150.78,1.990970939
530740,1,58962170.69,1.991168205
530750,1,58962190.6,1.99136543
530760,1,58962210.52,1.991562803
530770,1,58962230.43,1.991760348
530780,1,58962250.35,1.991958198
530790,1,58962270.27,1.992156011
530800,1,58962290.19,1.992353584
530810,1,58962310.12,1.992551758
530820,1,58962330.04,1.992750081
530830,1,58962349.97,1.992948335
530840,1,58962369.9,1.993146722
530850,1,58962389.83,1.99334558
530860,1,58962409.77,1.993544287
530870,1,58962429.71,1.993743015
530880,1,58962449.65,1.993942037
530890,1,58962469.59,1.994141296
530900,1,58962489.53,1.994340607
530910,1,58962509.47,1.994539988
530920,1,58962529.42,1.994739532
530930,1,58962549.37,1.994939087
530940,1,58962569.32,1.995139131
530950,1,58962589.27,1.995339002
530960,1,58962609.22,1.995538976
530970,1,58962629.18,1.995739164
530980,1,58962649.14,1.99593984
530990,1,58962669.1,1.996140145
531000,1,58962689.06,1.996340792
531010,1,58962709.02,1.996541265
531020,1,58962728.99,1.996742482
531030,1,58962748.96,1.996943406
531040,1,58962768.93,1.997144491
531050,1,58962788.9,1.997345682
531060,1,58962808.88,1.997547157
531070,1,58962828.86,1.997748621
531080,1,58962848.83,1.997950609
531090,1,58962868.81,1.998152205
531100,1,58962888.8,1.998354124
531110,1,58962908.78,1.998556172
531120,1,58962928.77,1.998758661
531130,1,58962948.75,1.998960882
531140,1,58962968.75,1.999163218
531150,1,58962988.74,1.999365843
531160,1,58963008.73,1.99956854
531170,1,58963028.73,1.999771498
531180,1,58963048.73,1.999974612
531190,1,58963068.73,2.000177515
531200,1,58963088.73,2.000380738
531210,1,58963108.74,2.000584305
531220,1,58963128.74,2.000787796
531230,1,58963148.75,2.000991313
531240,1,58963168.76,2.00119511
531250,1,58963188.78,2.001398992
531260,1,58963208.79,2.001603219
531270,1,58963228.81,2.001807245
531280,1,58963248.83,2.002011654
531290,1,58963268.85,2.002215982
531300,1,58963288.87,2.002420572
531310,1,58963308.9,2.002625225
531320,1,58963328.92,2.002830161
531330,1,58963348.95,2.003034786
531340,1,58963368.99,2.003239941
531350,1,58963389.02,2.003445249
531360,1,58963409.05,2.003650566
531370,1,58963429.09,2.003855966
531380,1,58963449.13,2.004061429
531390,1,58963469.17,2.004267483
531400,1,58963489.22,2.004473136
531410,1,58963509.26,2.004679036
531420,1,58963529.31,2.004885306
531430,1,58963549.36,2.005091494
531440,1,58963569.41,2.005297897
531450,1,58963589.47,2.005504238
531460,1,58963609.52,2.005710959
531470,1,58963629.58,2.005917596
531480,1,58963649.64,2.006124667
531490,1,58963669.7,2.006331625
531500,1,58963689.77,2.006538575
531510,1,58963709.83,2.006745879
531520,1,58963729.9,2.006953322
531530,1,58963749.97,2.007160691
531540,1,58963770.05,2.00736843
531550,1,58963790.12,2.00757623
531560,1,58963810.2,2.00778412
531570,1,58963830.28,2.007992032
531580,1,58963850.36,2.008200244
531590,1,58963870.44,2.008408657
531600,1,58963890.53,2.008616841
531610,1,58963910.61,2.008825328
531620,1,58963930.7,2.009033992
531630,1,58963950.79,2.009242786
531640,1,58963970.89,2.009451709
531650,1,58963990.98,2.009660687
531660,1,58964011.08,2.009869779
531670,1,58964031.18,2.010079108
531680,1,58964051.28,2.010288484
531690,1,58964071.39,2.010498232
531700,1,58964091.49,2.010707737
531710,1,58964111.6,2.010917429
531720,1,58964131.71,2.011127675
531730,1,58964151.82,2.011337486
531740,1,58964171.94,2.011547506
531750,1,58964192.05,2.011757938
531760,1,58964212.17,2.011968104
531770,1,58964232.29,2.012178883
531780,1,58964252.42,2.012389337
531790,1,58964272.54,2.012600268
531800,1,58964292.67,2.012811
531810,1,58964312.8,2.013022132
531820,1,58964332.93,2.013233303
531830,1,58964353.06,2.013444501
531840,1,58964373.2,2.01365569
531850,1,58964393.34,2.013867266
531860,1,58964413.47,2.014078879
531870,1,58964433.62,2.014290704
531880,1,58964453.76,2.014502681
531890,1,58964473.91,2.01471468
531900,1,58964494.05,2.014926646
531910,1,58964514.21,2.015138747
531920,1,58964534.36,2.015351171
531930,1,58964554.51,2.015563817
531940,1,58964574.67,2.015776538
531950,1,58964594.83,2.015989376
531960,1,58964614.99,2.016202049
531970,1,58964635.15,2.016414967
531980,1,58964655.32,2.0166282
531990,1,58964675.48,2.016841504
532000,1,58964695.65,2.017054763
532010,1,58964715.82,2.017268101
532020,1,58964736,2.017481907
532030,1,58964756.17,2.017695583
532040,1,58964776.35,2.01790948
532050,1,58964796.53,2.018123257
532060,1,58964816.72,2.018337422
532070,1,58964836.9,2.018551499
532080,1,58964857.09,2.018766051
532090,1,58964877.28,2.018980382
532100,1,58964897.47,2.019194984
532110,1,58964917.66,2.019409566
532120,1,58964937.85,2.01962443
